"Reservoir","Site","DateTime","Depth_m","Rep","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DateTime","Flag_TN","Flag_TP","Flag_NH4","Flag_NO3NO2","Flag_SRP","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"FCR",100,2017-05-01 12:00:00,0.1,1,208,27.4,12,22,12,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-05 12:00:00,0.1,1,149,16.8,6,3,9,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-05 12:00:00,1.6,1,160,22.4,6,2,7,2.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-05 12:00:00,3.8,1,96.9,10.1,14,6,10,2.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-05 12:00:00,5,1,199,30.3,6,2,5,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-05 12:00:00,6.2,1,220,27.3,6,3,8,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-05 12:00:00,8,1,233,32,23,8,11,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-05 12:00:00,9,1,237,29,6,2,5,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-08 12:00:00,0.1,1,170.8,27.2,10,2,10,2.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-08 12:00:00,0.1,1,215.6,27.2,10,2,10,2.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",100,2017-05-08 12:00:00,0.1,1,228.3,28,5,15,9,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-08 12:00:00,1.6,1,199.8,33.3,7,1,7,2.8,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-08 12:00:00,3.8,1,183.1,11.2,7,4,11,2.6,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-08 12:00:00,5,1,183,26,16,4,6,3.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-08 12:00:00,6.2,1,191,24.2,11,4,7,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-08 12:00:00,8,1,242.6,30.8,18,7,6,2.1,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-08 12:00:00,9,1,243.6,12.8,14,5,2,2.5,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-15 12:00:00,0.1,1,218,26.9,5,3,6,2.6,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",100,2017-05-15 12:00:00,0.1,1,187,24,6,17,6,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-15 12:00:00,1.6,1,206.1,22.8,5,4,5,2.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-15 12:00:00,3.8,1,180.4,24.3,5,5,12,2.3,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-15 12:00:00,5,1,185.7,22.3,12,6,7,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-15 12:00:00,6.2,1,198.2,27.2,10,5,8,2.8,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-15 12:00:00,8,1,172,22.2,15,9,6,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-15 12:00:00,9,1,226,25,17,9,2,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-22 12:00:00,0.1,1,184,22,6,1,9,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-05-22 12:00:00,0.1,1,325,33.8,7,32,13,1.9,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-22 12:00:00,1.6,1,179,23.7,6,2,8,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-22 12:00:00,3.8,1,233.1,22.4,7,1,4,2.5,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-22 12:00:00,5,1,229.1,25.2,15,4,3,2.3,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-22 12:00:00,6.2,1,184,23.7,15,4,11,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-22 12:00:00,8,1,211.4,10.2,9,3,9,2.3,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-22 12:00:00,9,1,243.4,31.3,14,4,7,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-29 12:00:00,0.1,1,174.9,11,15,2,6,2.4,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",100,2017-05-29 12:00:00,0.1,1,210.1,28.3,10,21,11,2.4,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-29 12:00:00,1.6,1,166,22.4,9,3,8,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-29 12:00:00,3.8,1,241,28.6,6,2,9,2.4,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-29 12:00:00,5,1,216,21.4,49,9,6,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-29 12:00:00,6.2,1,203,20.2,46,10,6,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-29 12:00:00,8,1,224.3,9,49,10,5,3.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-29 12:00:00,9,1,216,8.7,52,9,8,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-30 12:00:00,0.1,1,164.1,12.8,7,2,9,2.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-30 12:00:00,1.6,1,216.4,28.8,6,2,9,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-30 12:00:00,3.8,1,186.4,26.3,5,3,4,2.6,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-30 12:00:00,5,1,166,21.2,10,4,10,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-05-30 12:00:00,6.2,1,186.7,9.6,12,3,9,2.4,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-30 12:00:00,8,1,233.5,9.1,46,10,9,2.3,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-05-30 12:00:00,9,1,223.3,7.5,51,10,8,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-01 12:00:00,0.1,1,180.2,24.1,10,3,7,2.8,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-01 12:00:00,1.6,1,174.9,8.2,5,3,6,2.4,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-01 12:00:00,3.8,1,173,21.5,11,2,4,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-01 12:00:00,5,1,247.4,19,1,4,5,2.6,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-01 12:00:00,6.2,1,190.4,13.7,11,4,4,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-01 12:00:00,8,1,252.2,23.9,50,12,6,2.1,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-01 12:00:00,9,1,203.8,19.9,20,5,7,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-05 12:00:00,0.1,1,169.2,20.4,19,7,8,2.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",100,2017-06-05 12:00:00,0.1,1,355.5,32.9,12,25,10,2.9,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-05 12:00:00,1.6,1,160.6,25.8,22,5,8,2.9,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-05 12:00:00,3.8,1,152,19.7,21,3,7,2.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-05 12:00:00,5,1,167.7,19.6,21,3,4,3.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-05 12:00:00,6.2,1,194.3,21,44,12,5,2.4,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-05 12:00:00,8,1,237.2,18.2,52,15,5,2.3,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-05 12:00:00,9,1,247,21.8,66,17,6,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-12 12:00:00,0.1,1,150,18.6,16,6,8,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-06-12 12:00:00,0.1,1,251.4,31.6,11,72,11,2.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-12 12:00:00,1.6,1,144,16.5,14,4,8,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-12 12:00:00,3.8,1,167,18.5,11,3,4,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-12 12:00:00,5,1,184,7.7,11,4,5,2.5,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-12 12:00:00,6.2,1,190,19.6,28,9,5,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-12 12:00:00,8,1,237.9,31.9,40,17,8,2.4,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-12 12:00:00,9,1,252,24.5,54,19,3,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-12 12:00:00,9,1,252,24.5,54,19,3,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-19 12:00:00,0.1,1,187.6,10.7,6,3,7,2.5,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",100,2017-06-19 12:00:00,0.1,1,334,36.4,6,57,9,2.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-19 12:00:00,1.6,1,188.6,10.8,11,3,8,2.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-19 12:00:00,3.8,1,193.1,8.7,17,4,7,2.7,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-19 12:00:00,5,1,169.2,23,7,3,6,2.5,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-19 12:00:00,6.2,1,200.4,7.9,22,15,6,2.6,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-19 12:00:00,8,1,187.2,26.6,10,4,7,2.5,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-19 12:00:00,9,1,224,22.9,26,16,5,2.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-26 12:00:00,0.1,1,206.9,19.3,12,2,8,2.8,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",100,2017-06-26 12:00:00,0.1,1,348.8,27.5,9,205,12,1.3,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-26 12:00:00,1.6,1,207.7,5.1,9,3,9,3.2,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-26 12:00:00,3.8,1,186.7,2.9,9,3,5,2.5,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-06-26 12:00:00,5,1,212.4,27.5,7,4,4,2.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-26 12:00:00,6.2,1,203,19.6,15,5,6,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-26 12:00:00,8,1,224,18.6,42,17,6,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-06-26 12:00:00,9,1,257.8,28.6,45,18,6,NA,NA,NA,NA,1,6,6,0,0,0,0,0,0,0
"FCR",50,2017-07-05 12:00:00,0.1,1,237.6,13.1,7,4,15,3.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-07-05 12:00:00,0.1,1,269,32,7,123,18,1.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-05 12:00:00,1.6,1,256.6,15.8,8,4,15,3.6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-05 12:00:00,3.8,1,216.6,15.3,12,2,12,3.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-05 12:00:00,5,1,182.6,11.5,22,6,10,2.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-05 12:00:00,6.2,1,277.6,19.5,64,20,10,2.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-05 12:00:00,8,1,201.6,13.1,30,9,8,2.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-05 12:00:00,9,1,242.6,13.5,73,19,9,2.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-10 12:00:00,0.1,1,365.6,20.7,20,5,20,4.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-07-10 12:00:00,0.1,1,263,28.3,6,151,19,1.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-10 12:00:00,1.6,1,349.6,19,13,3,16,4.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-10 12:00:00,3.8,1,233.6,15.3,6,1,9,2.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-10 12:00:00,5,1,189.6,12.5,16,3,8,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-10 12:00:00,6.2,1,269.6,13.5,84,20,8,2.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-10 12:00:00,8,1,273.6,13.2,98,23,8,2.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-10 12:00:00,9,1,279.6,15.4,102,22,7,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-13 12:00:00,0.1,1,379.6,18.4,18,5,20,4.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-13 12:00:00,1.6,1,391.6,20.6,9,1,18,4.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-13 12:00:00,3.8,1,327.6,15.1,34,3,13,3.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-13 12:00:00,5,1,238.6,16.1,31,4,8,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-13 12:00:00,6.2,1,277.6,39.6,41,11,7,2.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-13 12:00:00,8,1,291.6,14.2,123,24,6,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-13 12:00:00,9,1,306.6,15,133,26,8,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-17 12:00:00,0.1,1,495.6,20.7,35,4,18,4.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-07-17 12:00:00,0.1,1,247,29.1,7,151,23,1.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-17 12:00:00,1.6,1,487.6,19,43,5,16,4.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-17 12:00:00,3.8,1,297.6,14.2,22,3,10,3.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-17 12:00:00,5,1,317.6,18.1,NA,0,3,3.5,NA,NA,NA,1,0,0,2,4,0,0,0,0,0
"FCR",50,2017-07-17 12:00:00,6.2,1,237.6,14.6,59,12,8,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-17 12:00:00,8,1,316.6,13.2,148,23,8,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-17 12:00:00,9,1,301.6,13.8,121,20,8,2.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-17 12:00:00,9,1,301.6,13.8,121,20,8,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-19 12:00:00,0.1,1,673,39,10,3,16,5.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-19 16:00:00,0.1,1,706,40.9,11,3,19,5.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-19 20:00:00,0.1,1,781,38,14,2,21,6.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-20 00:00:00,0.1,1,709,34,8,0,16,5.9,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2017-07-20 04:00:00,0.1,1,748,34.6,16,3,23,6.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-20 08:00:00,0.1,1,821,32.3,12,4,20,5.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-20 12:00:00,0.1,1,644,34.1,10,4,19,6.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-24 12:00:00,0.1,1,648.6,23.2,31,6,18,6.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-07-24 12:00:00,0.1,1,303,52.8,9,111,25,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-24 12:00:00,1.6,1,612.6,21,14,6,16,6.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-24 12:00:00,3.8,1,351.6,18.8,16,4,11,3.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-24 12:00:00,5,1,179.6,14.1,18,4,6,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-24 12:00:00,6.2,1,353.6,15.7,131,26,6,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-24 12:00:00,8,1,348.6,14.5,142,20,7,2.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-24 12:00:00,9,1,363.6,13.3,173,22,6,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-31 12:00:00,0.1,1,478.6,18.9,93,9,15,5.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-07-31 12:00:00,0.1,1,245,36.2,8,120,23,1.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-31 12:00:00,1.6,1,483.6,18,79,10,16,5.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-31 12:00:00,3.8,1,279.6,13.1,47,5,10,3.6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-31 12:00:00,5,1,244.6,15.5,89,6,9,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-31 12:00:00,6.2,1,315.6,14.8,145,13,9,2.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-07-31 12:00:00,8,1,380.6,13.3,207,NA,7,2.7,NA,NA,NA,1,0,0,0,2,0,0,0,0,0
"FCR",50,2017-07-31 12:00:00,9,1,405.6,9.8,259,22,7,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-07 12:00:00,0.1,1,388.6,19.5,76,17,8,3.6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-08-07 12:00:00,0.1,1,260,34.3,23,125,25,1.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-07 12:00:00,1.6,1,379.6,19.2,73,16,12,3.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-07 12:00:00,3.8,1,205.6,10.8,49,10,7,3.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-07 12:00:00,5,1,256.6,18.5,88,8,9,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-07 12:00:00,6.2,1,465.6,10.9,273,21,6,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-07 12:00:00,8,1,486.6,12.1,337,21,7,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-07 12:00:00,9,1,478.6,11.5,299,22,10,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-14 12:00:00,0.1,1,272,17.3,19,2,5,3.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-08-14 12:00:00,0.1,1,263,41.3,5,115,15,1.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-14 12:00:00,1.6,1,280,18.1,19,3,6,3.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-14 12:00:00,3.8,1,250,24.3,25,1,6,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-14 12:00:00,5,1,337,22.8,141,5,7,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-14 12:00:00,6.2,1,440,17.1,200,14,3,2.8,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-14 12:00:00,8,1,587,30,345,21,7,2.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-14 12:00:00,9,1,555,14.8,356,21,6,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-21 12:00:00,0.1,1,241,14.6,7,2,7,3.6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-08-21 12:00:00,0.1,1,303,40.9,6,150,19,5.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-21 12:00:00,1.6,1,238,15.3,5,0,6,3.5,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2017-08-21 12:00:00,3.8,1,274,32.9,5,0,8,2.6,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2017-08-21 12:00:00,5,1,401,20.4,153,11,7,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-21 12:00:00,6.2,1,345,19.8,109,6,8,2.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-21 12:00:00,8,1,620,22,339,20,7,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-21 12:00:00,9,1,376,23.1,119,8,7,2.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-28 12:00:00,0.1,1,259,17.9,7,3,5,3.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-08-28 12:00:00,0.1,1,563,106,6,121,18,1.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-28 12:00:00,1.6,1,241,19.6,5,0,9,3.1,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2017-08-28 12:00:00,3.8,1,286,30.1,6,3,6,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-28 12:00:00,5,1,351,36.4,6,0,6,2,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2017-08-28 12:00:00,6.2,1,448,20.7,212,14,5,6.7,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-28 12:00:00,8,1,553,20.9,381,20,3,1.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-08-28 12:00:00,9,1,579,17.7,374,22,7,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-04 12:00:00,0.1,1,324,35,32,6,8,3.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-09-04 12:00:00,0.1,1,166,27.6,7,76,18,1.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-04 12:00:00,1.6,1,281,20.6,29,1,7,3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-04 12:00:00,3.8,1,274,21.7,12,0,5,3.1,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2017-09-04 12:00:00,5,1,333,23.1,105,6,7,2.6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-04 12:00:00,6.2,1,357,23.6,95,5,7,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-04 12:00:00,8,1,642,22.1,399,20,4,2.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-04 12:00:00,9,1,539,18.7,326,16,5,2.2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-11 12:00:00,0.1,1,278,25.2,8,0,10,3.4,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",100,2017-09-11 12:00:00,0.1,1,240,41.8,2,94,14,1.1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-11 12:00:00,1.6,1,295,24.1,12,2,7,3.5,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-11 12:00:00,3.8,1,347,29.9,10,0,5,3.4,NA,NA,NA,1,0,0,0,3,0,0,0,0,0
"FCR",50,2017-09-11 12:00:00,5,1,354,34.3,136,4,9,2.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-11 12:00:00,6.2,1,451,21.1,285,13,NA,2.3,NA,NA,NA,1,0,0,0,0,2,0,0,0,0
"FCR",50,2017-09-11 12:00:00,8,1,685,22.7,101,5,8,2,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-11 12:00:00,9,1,405,22.1,168,13,6,2.9,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-18 12:00:00,0.1,1,283,22.2,9,4,6,3.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",100,2017-09-18 12:00:00,0.1,1,259,34.4,5,97,18,1.4,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
"FCR",50,2017-09-18 12:00:00,1.6,1,280,23.4,6,2,4,3.3,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
